method,condition,attack_level,success_rate,avg_reward,final_distance,avg_episode_length,action_smoothness,action_magnitude,safety_violation_rate,recovery_rate,n_seeds,reliability_score,robustness_score,cyber_resilience_score,safety_score,recovery_score,trustworthiness_score_equal,trustworthiness_score_weighted,trustworthiness_score
sac_her,action_clipping,0.3,0.0,-150.0,0.336927816199067,150.0,0.1441826255060732,0.5494377613067627,0.0,0.0,150,0.0,0.43989998104399564,0.0,1.0,0.0,0.28797999620879916,0.23797999620879912,0.23797999620879912
sac_her,action_delay,0.0,0.2,-124.0,0.2704683723989981,150.0,0.13670737594366072,1.3036261677742005,0.0,0.0,150,0.2,0.5333115297788843,0.2,1.0,0.0,0.3866623059557769,0.32666230595577683,0.32666230595577683
sac_her,action_reversal,0.0,0.0,-150.0,0.45663268500692067,150.0,0.05750105492770669,1.1290716409683228,0.0,0.0,150,0.0,0.353184754984809,0.0,1.0,0.0,0.27063695099696183,0.2206369509969618,0.2206369509969618
sac_her,clean,0.0,0.0,-150.0,0.3343945223690124,150.0,0.08268762417137618,1.4475880861282349,0.0,0.0,150,0.0,0.4932956133395513,0.0,1.0,1.0,0.4986591226679103,0.5486591226679103,0.5486591226679103
sac_her,contact_dropout,0.0,0.0,-150.0,0.336927816199067,150.0,0.08832858260720966,1.519186544418335,0.0,0.0,150,0.0,0.4853742894142816,0.0,1.0,0.0,0.2970748578828563,0.24707485788285632,0.24707485788285632
sac_her,goal_spoof_immediate,0.1,0.02,-148.24,0.3385773112202061,150.0,0.33755850265423454,1.32286714553833,0.02,0.0,150,0.02,0.2802930699169447,0.02,0.98,0.0,0.2600586139833889,0.21005861398338893,0.21005861398338893
sac_her,goal_spoof_midep,0.1,0.0,-150.0,0.3406789451764436,150.0,0.09874530682961143,1.4163186391194662,0.0,0.0,150,0.0,0.47196451810636275,0.0,1.0,0.0,0.2943929036212726,0.24439290362127256,0.24439290362127256
sac_her,grip_state_falsification,0.0,0.0,-150.0,0.336927816199067,150.0,0.4913019672036171,1.434248948097229,0.0,0.0,150,0.0,0.1572881741560477,0.0,1.0,0.0,0.23145763483120954,0.18145763483120952,0.18145763483120952
sac_her,object_pose_spoof,0.1,0.02,-147.72,0.3668089365223907,150.0,0.23545996997505422,1.365294595559438,0.02,0.0,150,0.02,0.3263225350432333,0.02,0.98,0.0,0.2692645070086467,0.21926450700864664,0.21926450700864664
sac_her,sensor_bias,0.1,0.0,-150.0,0.3560376643450742,150.0,0.21079526293091472,1.4836034007867178,0.013333333333333334,0.0,150,0.0,0.36055672237443015,0.0,0.9866666666666667,0.0,0.26944467780821935,0.220111344474886,0.220111344474886
