benchmark_layer,method,condition,attack_level,success_rate,avg_reward,final_distance,avg_episode_length,action_smoothness,action_magnitude,safety_violation_rate,recovery_rate,n_seeds,reliability_score,robustness_score,cyber_resilience_score,safety_score,recovery_score,trustworthiness_score_equal,trustworthiness_score_weighted,trustworthiness_score
B3,sac_her_recovery_v3,action_clipping,0.3,0.04,-145.04,0.24184392809331304,150.0,0.15732668771718936,0.5621799672643344,0.0,1.0,150,0.04,0.23991709435257697,0.04,1.0,0.013333333333333332,0.26665008553718206,0.2159834188705154,0.2159834188705154
B3,sac_her_recovery_v3,action_delay,0.0,0.06666666666666667,-141.24,0.24714488846984897,150.0,0.210167605591317,1.2398990688721339,0.04666666666666667,0.9666666666666667,150,0.06666666666666667,0.1608680809979051,0.06666666666666667,0.9533333333333334,0.0,0.24950694953291436,0.19850694953291434,0.19850694953291434
B3,sac_her_recovery_v3,action_reversal,0.0,0.02,-147.0,0.25193164353044495,150.0,0.06364587134371197,0.9108017804225286,0.006666666666666667,1.0,150,0.02,0.334832274295098,0.02,0.9933333333333333,0.0,0.2736331215256863,0.2229664548590196,0.2229664548590196
B3,sac_her_recovery_v3,clean,0.0,0.04,-144.71333333333334,0.2534356705924273,150.0,0.2702542477473616,1.247900035281976,0.14,0.9466666666666667,150,0.04,0.07036928258730131,0.04,0.86,1.0,0.4020738565174603,0.45707385651746024,0.45707385651746024
B3,sac_her_recovery_v3,contact_dropout,0.0,0.02,-147.0,0.25158581358306503,150.0,0.09568331434080993,1.371884525914987,0.05333333333333334,1.0,150,0.02,0.2951677558471156,0.02,0.9466666666666667,0.0,0.25636688450275646,0.20803355116942313,0.20803355116942313
B3,sac_her_recovery_v3,goal_spoof_immediate,0.1,0.03333333333333333,-146.55333333333334,0.24824165374527932,150.0,0.23287595059722657,1.2035815034310022,0.08666666666666667,0.98,150,0.03333333333333333,0.12963886267152822,0.03333333333333333,0.9133333333333333,0.0066666666666666645,0.22326110586763895,0.1765944392009723,0.1765944392009723
B3,sac_her_recovery_v3,goal_spoof_midep,0.1,0.03333333333333333,-145.32666666666665,0.2567237687198273,150.0,0.24722070828080173,1.2591693234443664,0.12666666666666668,0.9466666666666667,150,0.03333333333333333,0.09183126644839719,0.03333333333333333,0.8733333333333333,0.0,0.20636625328967942,0.16103291995634608,0.16103291995634608
B3,sac_her_recovery_v3,grip_state_falsification,0.0,0.08,-139.05333333333334,0.25727644144905387,150.0,0.25112614060441646,1.2122296784321467,0.11333333333333333,0.9733333333333334,150,0.08,0.08561537803382449,0.08,0.8866666666666667,0.020000000000000004,0.23045640894009828,0.1841230756067649,0.1841230756067649
B3,sac_her_recovery_v3,object_pose_spoof,0.1,0.02666666666666667,-146.02666666666667,0.25499645923107483,150.0,0.2946606848140557,1.219279023806254,0.14,0.9533333333333334,150,0.02666666666666667,0.035918089085707594,0.02666666666666667,0.86,0.0,0.1898502844838082,0.14551695115047486,0.14551695115047486
B3,sac_her_recovery_v3,sensor_bias,0.1,0.04,-144.58,0.2584907913718316,150.0,0.31667528958370283,1.2281264406442642,0.07333333333333333,0.9933333333333333,150,0.04,0.0,0.04,0.9266666666666666,0.0,0.20133333333333334,0.153,0.153
B3,sac_her_recovery_v3,sensor_dropout,0.0,0.02,-147.0,0.25158581358306503,150.0,0.020499572384481583,1.3872459932168324,0.0,1.0,150,0.02,0.39013410709626284,0.02,1.0,0.0,0.28602682141925256,0.23502682141925257,0.23502682141925257
