episode_idx,min_dto,mean_dto,final_dto,dto_slope,min_dttg,max_dttg,mean_dttg,final_dttg,initial_dttg,dttg_range,dttg_slope,near_goal_frac,goal_offset_max,goal_offset_mean,min_dtpg,final_dtpg,mean_anrm,max_anrm,std_anrm,anrm_slope,mean_action_ratio,action_corrupted_frac,mean_aper,std_aper,max_aper,min_aper,max_ovz,mean_ovz,safety_violation_rate,is_success_any,n_success_steps,final_is_success,total_reward,mean_reward,failure_mode,condition,seed,model
1102,0.1985852418903559,1.136811544241332,1.274694360930596,0.004336742800259004,0.134710087214296,0.1347100872142967,0.1347100872142967,0.1347100872142967,0.134710087214296,6.938893903907228e-16,4.2079588913738534e-19,0.0,0.0,0.0,0.134710087214296,0.1347100872142967,1.4708710900942485,1.470871090888977,9.700898818758092e-09,3.1578617401213744e-11,1.0,0.0,0.09998634730134534,0.0015419264967971365,0.103143455317289,0.0814116572896095,0.0042105899890503,0.0002151945070542773,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,1,clean_2M
1103,0.2053292891554862,1.1434761922856795,1.280318139983618,0.004374705399253464,0.1440250317394524,0.1440250317394531,0.1440250317394531,0.1440250317394531,0.1440250317394524,6.938893903907228e-16,-1.1571886951278096e-18,0.0,0.0,0.0,0.1440250317394524,0.1440250317394531,1.4543483265240986,1.4543484449386597,9.700898836827422e-09,-3.157862413394797e-11,1.0,0.0,0.09998634636475359,0.0015419266400642849,0.1031434659833637,0.0814116564955053,0.0037784844552852,0.00025809752299191154,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,1,clean_2M
1104,0.1573417939547034,1.0195229827601004,1.1374165659010544,0.0039092707254203855,0.0563183431146445,0.0563183431146463,0.05631834311464627,0.0563183431146463,0.0563183431146445,1.797173521111972e-15,6.311938337060781e-19,0.0,0.0,0.0,0.0563183431146445,0.0563183431146463,1.5700516684850057,1.570051670074463,1.940179763751618e-08,6.315723648561103e-11,1.0,0.0,0.09998634498223478,0.0015419258977580022,0.1031434299126034,0.0814116586184241,0.0062407885664202,0.0008705541213747926,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,1,clean_2M
1105,0.1689153812456538,1.1508344798141712,1.2778893291204672,0.004575185469008458,0.1674864936253323,0.1674864936253329,0.16748649362533286,0.1674864936253329,0.1674864936253323,6.106226635438361e-16,-4.2079588913738534e-19,0.0,0.0,0.0,0.1674864936253323,0.1674864936253329,1.5179030895233154,1.5179030895233154,0.0,-5.0495506696486245e-18,1.0,0.0,0.09998634371994579,0.0015419261602390428,0.1031434509646413,0.081411657786215,-0.0001704152488367,-0.0008544110041958695,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,1,clean_2M
1106,0.2482319607500583,0.9338722389738822,1.025596422652663,0.0026083666246635557,0.368293308242639,0.3682933134390042,0.3682933082884632,0.368293308242639,0.3682933134390042,5.196365171489248e-09,-1.8129414393116128e-12,0.0,0.0,0.0,0.368293308242639,0.368293308242639,1.839890598456065,1.8398905992507937,9.700898836827422e-09,3.157862245076441e-11,1.0,0.0,0.09998634473884759,0.0015419299134573398,0.1031436558579165,0.0814116458254738,-0.0001650977309511,-0.0034546545732813357,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,1,clean_2M
1107,0.2040359479079874,1.1921667874678636,1.326856945170445,0.004472039222802387,0.2218173990805885,0.221817399080589,0.22181739908058898,0.221817399080589,0.2218173990805885,4.996003610813204e-16,-4.2079588913738534e-19,0.0,0.0,0.0,0.2218173990805885,0.221817399080589,1.6070643671353657,1.6070644855499268,9.700898818758092e-09,-3.157862245076441e-11,1.0,0.0,0.09998634485966043,0.001541927371317438,0.1031435112909963,0.0814116536446306,6.501661468296619e-05,-0.00289448481815122,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,1,clean_2M
1108,0.2071105294796869,0.9551810528405971,1.0542028486859252,0.002810444860284718,0.4719895919932224,0.471989596309868,0.4719895920312887,0.4719895919932224,0.471989596309868,4.316645596524893e-09,-1.5060213336925868e-12,0.0,0.0,0.0,0.4719895919932224,0.4719895919932224,1.7759816646575928,1.7759816646575928,0.0,-1.3465468452396331e-17,1.0,0.0,0.09998634619666591,0.0015419352691994751,0.1031439096376872,0.0814116224199973,-0.0001670396401295,-0.0036126077195693038,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,1,clean_2M
1109,0.1962859648283583,0.8533658615111774,0.9694283736512608,0.003195394890970828,0.4156038630093016,0.4156038681804516,0.4156038630549035,0.4156038630093016,0.4156038681804516,5.171150008198566e-09,-1.8041442804533066e-12,0.0,0.0,0.0,0.4156038630093016,0.4156038630093016,1.7321504354476929,1.7321504354476929,0.0,-5.0495506696486245e-18,1.0,0.0,0.09998634671389305,0.0015419372432120045,0.1031440009077232,0.0814116134053901,-0.0001708465994646,-0.00372195531527194,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,1,clean_2M
1170,0.1042764100022056,0.15001153405535364,0.1400900904890663,1.538504468523522e-05,0.2332914222106343,0.2332914222106347,0.23329142221063467,0.2332914222106347,0.2332914222106343,3.885780586188048e-16,-1.4727856119808486e-18,0.0,0.0,0.0,0.2332914222106343,0.2332914222106347,1.470760318438212,1.829909324645996,0.19092517534821685,-0.0009496364333247152,1.0,0.0,0.043515277807264795,0.04093778710794839,0.1031436434686903,-0.0032368114001013,0.0284825908004078,0.00013680274908377705,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1171,0.1265862250240819,0.16324685614465947,0.1503654732885643,4.48827240278746e-06,0.0842952111471433,0.0842952111471444,0.0842952111471444,0.0842952111471444,0.0842952111471433,1.096345236817342e-15,1.0519897228434634e-19,0.0,0.0,0.0,0.0842952111471433,0.0842952111471444,1.1187231028079987,1.8813573122024536,0.16378959158711856,-0.000895036640864087,1.0,0.0,0.003663178872066503,0.014868989097157614,0.1031438785193855,-0.0030013343366747,0.0242258990009567,0.0001260405877324454,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1172,0.0076454153565389,0.021401302027203677,0.0261114103879749,6.359365289207142e-05,0.4319729882285084,0.4662544576427234,0.43632381780810003,0.4330356613120889,0.4561277354504171,0.034281469414215004,-0.00011129709622006111,0.0,0.0,0.0,0.4319729882285084,0.4330356613120889,1.0824811001618704,1.805873990058899,0.13879556796254205,-0.0003905265542887509,1.0,0.0,0.05040249021082561,0.006348580252158243,0.1031437795982698,0.03588943544015,0.0269809795012022,0.0005569779312785944,0.0,0.0,0,0.0,-150.0,-1.0,divergent_transport,sensor_bias,1,clean_2M
1173,0.0771425619156254,0.13229360357422687,0.127104953932303,1.0153049287521895e-05,0.3042911997167344,0.3042911997167348,0.30429119971673485,0.3042911997167348,0.3042911997167344,3.885780586188048e-16,-1.2623876674121561e-18,0.0,0.0,0.0,0.3042911997167344,0.3042911997167348,1.4270954457918803,1.8429399728775024,0.07933785545296468,-0.0008007757101775769,1.0,0.0,0.029480309994419612,0.011983070158646983,0.050035495460038,4.532361759615462e-05,0.0216739851391165,0.00048460458397037886,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1174,0.0304200371418542,0.5025482088104868,0.5741117870780228,0.0024116366668125474,0.2525469650993397,0.8337677947555361,0.7866910892781901,0.8304714380771681,0.2525469650993397,0.5812208296561964,0.0015926436622967241,0.0,0.0,0.0,0.2525469650993397,0.8304714380771681,1.2384794147809346,1.888558864593506,0.14062621704833028,-0.0011920026247382429,1.0,0.0,0.017009438462080747,0.03509809404736581,0.1075769945413708,-0.0021080391326965,0.0207207903039242,-0.00290767874796251,0.0,0.0,0,0.0,-150.0,-1.0,reached_but_failed_grasp,sensor_bias,1,clean_2M
1175,0.1153368552890727,0.1160178553615213,0.1153368552890727,-2.612862887506053e-05,0.4533811987190141,0.4533812032826405,0.4533811987592585,0.4533811987190141,0.4533812032826405,4.5636263656945175e-09,-1.5921889702989166e-12,0.0,0.0,0.0,0.4533811987190141,0.4533811987190141,0.06731237888336178,1.2040435075759888,0.12969877272702066,-0.00085543018300521,1.0,0.0,3.961725183375688e-05,0.00018394609343978598,0.0012832585625513,-1.5353364528960796e-05,0.0199453812069684,9.291848182194593e-05,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1176,0.149938420781125,0.16751613741732357,0.1531953695075381,-0.00041644962284263207,0.3227130596495864,0.3227130620128178,0.32271305967042657,0.3227130596495864,0.3227130620128178,2.3632313883581446e-09,-8.244988388600655e-13,0.0,0.0,0.0,0.3227130596495864,0.3227130596495864,0.9656821346282959,1.4071898460388184,0.04365709856252282,-0.00034460500757601046,1.0,0.0,0.09998634758295083,0.001541941068044692,0.1031441700065477,0.0814115945576252,0.0092655395900672,-0.0001551540515743074,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1177,0.1481574932266614,0.18393335898421184,0.2049990911700552,1.3143278359006753e-05,0.2748498705844064,0.2748498705844067,0.27484987058440674,0.2748498705844067,0.2748498705844064,2.7755575615628914e-16,-4.2079588913738534e-19,0.0,0.0,0.0,0.2748498705844064,0.2748498705844067,1.0075934052467346,1.5646263360977173,0.14544272387292131,-0.0004818777881403435,1.0,0.0,0.07808862169234045,0.024797842131370245,0.1052775223990322,0.0043855616559666,0.0260723708524983,1.3069525012168274e-06,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1178,0.1537832315174161,0.163444817979002,0.1632497142531769,-7.628342001476409e-06,0.3195959526341559,0.3195959561261101,0.3195959526649498,0.3195959526341559,0.3195959561261101,3.4919541702649326e-09,-1.2182935181791721e-12,0.0,0.0,0.0,0.3195959526341559,0.3195959526341559,0.818885897397995,1.2447658777236938,0.053712571236299654,-0.0004092772908038852,1.0,0.0,0.09932350547471887,0.008256266987176053,0.1031931310532552,0.0002513444322761,0.0249175747099474,-0.00015849604789583454,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1179,0.0068504881727203,0.025959145445938372,0.0301128461015601,-1.3147512290993075e-06,0.1777706117195162,0.1809918735077819,0.17781015954676288,0.1777706117195162,0.1785053429897482,0.0032212617882657057,-1.5314685634967743e-06,0.0,0.0,0.0,0.1777706117195162,0.1777706117195162,0.5230253984530767,1.7538384199142456,0.19494012235792704,-0.001964815385055853,1.0,0.0,0.09861922794291203,0.004790651734985446,0.1031434329444282,0.0781519320362348,0.0241755856836459,0.0003816622273550244,0.0,0.0,0,0.0,-150.0,-1.0,reached_but_failed_grasp,sensor_bias,1,clean_2M
1180,0.0485017400318895,0.4952997543190516,0.6781577203291228,0.003447387210609974,0.065462598096377,0.4716966917595515,0.41861039087210766,0.4638112768040579,0.065462598096377,0.4062340936631745,0.0015890319525751124,0.0,0.0,0.0,0.065462598096377,0.4638112768040579,1.1959531617164612,1.9543192386627195,0.16356835612385215,-0.0025797667086476786,1.0,0.0,0.07267616395426485,0.03159961633408538,0.1032300867672661,0.000182976108293,0.0330937229556763,-0.0022077528195608414,0.0,0.0,0,0.0,-150.0,-1.0,reached_but_failed_grasp,sensor_bias,1,clean_2M
1181,0.015877468122495,0.8135051666144992,1.169751502425625,0.008337391512173302,0.4018677063250701,0.8880744209062857,0.8367562373407547,0.8794696985413105,0.4018677098394197,0.48620671458121567,0.0015386276589532185,0.0,0.0,0.0,0.4018677063250701,0.8794696985413105,1.0017870008945464,1.8306257724761963,0.2738170551738783,-0.005015627944293011,1.0,0.0,0.06671429652520271,0.04592298617735031,0.103796925469667,-0.00128462367829,0.0261127831020751,-0.004237130177894062,0.0,0.0,0,0.0,-150.0,-1.0,grasped_but_dropped,sensor_bias,1,clean_2M
1182,0.07063875247668,0.09752261912260335,0.0996125346137646,-2.3993834226032602e-05,0.4918674881782117,0.491867492116802,0.4918674882129443,0.4918674881782117,0.491867492116802,3.9385902872446366e-09,-1.3741241246301408e-12,0.0,0.0,0.0,0.4918674881782117,0.4918674881782117,1.1253009323279064,1.6970727443695068,0.17868450695103621,-0.0008701016712286209,1.0,0.0,0.07849788670432081,0.01791877793755625,0.1070366682195823,0.0233208240965945,0.02871386941622,0.0003357612371550332,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1183,0.0638375717078478,0.06971003674245009,0.0679745302869985,-6.793102152577279e-05,0.1396718198042756,0.1396718198042763,0.13967181980427631,0.1396718198042763,0.1396718198042756,6.938893903907228e-16,-4.2079588913738534e-19,0.0,0.0,0.0,0.1396718198042756,0.1396718198042763,1.0168481544653574,1.7455079555511477,0.11233296229538402,-0.000821154844528297,1.0,0.0,6.590712952538494e-05,0.0002560526717244177,0.0016786895020985,4.9715327788895584e-08,0.0168606072866332,0.00023776181957871456,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1184,0.0780707313149391,0.11414573931120942,0.110472245550843,-3.7621676880252394e-05,0.1903343093654959,0.1903343093654964,0.19033430936549636,0.1903343093654964,0.1903343093654959,4.996003610813204e-16,-1.0519897228434632e-18,0.0,0.0,0.0,0.1903343093654959,0.1903343093654964,1.3830823572476705,1.931180953979492,0.22793286435365587,-0.0005518762210913983,1.0,0.0,0.04840533889388317,0.04061746493386754,0.1102574091927466,-0.003179767220316,0.0261803879736568,7.346380793118799e-05,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1185,0.0800343052752108,0.10215847168603351,0.1038867858371559,-8.015664773985903e-05,0.2176240740606329,0.2189956577746515,0.2184327865304887,0.2189230673427155,0.2176952737296143,0.0013715837140186038,8.173588116405991e-06,0.0,0.0,0.0,0.2176240740606329,0.2189230673427155,1.5034713705380758,1.8978033065795896,0.1947404472692841,-0.00023189677371519062,1.0,0.0,0.06883792125638834,0.027734697349242693,0.1050420240312777,0.0117535070048861,0.0285170994646093,-0.0005490754600377668,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1186,0.0765325005554065,0.1078053598640624,0.0980574875237119,-2.793044524911127e-06,0.236485000222214,0.2364850002222144,0.2364850002222143,0.2364850002222144,0.236485000222214,3.885780586188048e-16,-6.311938337060781e-19,0.0,0.0,0.0,0.236485000222214,0.2364850002222144,1.3957729744911194,1.8186538219451904,0.13891787379975593,-0.00024961886297221556,1.0,0.0,0.09998634397062714,0.0015419278561379396,0.1031435317758182,0.0814116502735594,0.0293815204715101,0.0004464849143519685,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1187,0.0192380714235484,0.2888728023118756,0.5579662908000703,0.0048400229724815435,0.3178794422095828,1.0946806178628097,0.7871694228777082,1.087141584505467,0.3300242769704728,0.7768011756532269,0.007011613193662283,0.0,0.0,0.0,0.3178794422095828,1.087141584505467,1.2291338352362315,1.8730806112289429,0.26128551670735245,-0.0021826510458205833,1.0,0.0,0.0859517223166358,0.027166456066316284,0.1070569009215794,-0.0030172399614514,0.0355965044867861,-0.0027700945143719364,0.0,0.0,0,0.0,-150.0,-1.0,grasped_but_dropped,sensor_bias,1,clean_2M
1188,0.2205703046917322,0.2429856906649285,0.2385670557085986,-3.62088300583745e-06,0.4206441292022121,0.4206441329476536,0.4206441292352414,0.4206441292022121,0.4206441329476536,3.7454415124926754e-09,-1.306735346168345e-12,0.0,0.0,0.0,0.4206441292022121,0.4206441292022121,1.2505796571572623,1.6695077419281006,0.24788003401815883,2.4850508378198833e-05,1.0,0.0,0.045772702182406005,0.040897413347674993,0.106945652314304,-0.0034485540590111,0.0256376691462827,-0.0003546749837469094,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1189,0.0817375393203652,0.37152984866613314,0.4739299955668389,0.0017058128024706196,0.3116847331502789,0.7616961104275083,0.7238022299572924,0.7499634247040858,0.3116847371319812,0.4500113772772294,0.0009808047933757959,0.0,0.0,0.0,0.3116847331502789,0.7499634247040858,1.3198277060190837,1.8854187726974487,0.11517838766954966,-0.0016810647750082038,1.0,0.0,0.009390246101649142,0.027515724446177923,0.1034100788251413,-0.0026714595644985,0.0262510941041991,-0.001775171691832798,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1190,0.1150126458608566,0.13999472635779034,0.1562207363746276,-5.8831153081601655e-05,0.2544801351742927,0.2544801351742931,0.25448013517429313,0.2544801351742931,0.2544801351742927,3.885780586188048e-16,2.1039794456869267e-19,0.0,0.0,0.0,0.2544801351742927,0.2544801351742931,1.469339555899302,1.76148784160614,0.1497553709266897,0.00021250482400080677,1.0,0.0,0.04103077321570202,0.04094766128539743,0.1032364696626324,-0.0026875564530106,0.0291387332779616,2.1721015805578476e-05,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1191,0.0180201322300782,0.020112770758098374,0.018250210533005,-7.568355107236894e-05,0.0902863322768175,0.134688198870284,0.12653986061705946,0.1307380817385736,0.134688198870284,0.044401866593466496,6.478096204031983e-05,0.0,0.0,0.0,0.0902863322768175,0.1307380817385736,1.0185450951258341,1.5840187072753906,0.10409414757220996,-0.0009101701464153525,1.0,0.0,0.0495635418094612,0.007119077861749402,0.1031441464835053,0.0411034736242239,0.0248760070745217,0.000523463735267637,0.0,0.0,0,0.0,-150.0,-1.0,divergent_transport,sensor_bias,1,clean_2M
1192,0.0270215067974014,0.1514513321302112,0.1496600118299942,0.00018658284720494723,0.134710087214296,0.1364580757742717,0.13638495307759946,0.1364093928946393,0.134710087214296,0.0017479885599756828,9.63470159042288e-07,0.0,0.0,0.0,0.134710087214296,0.1364093928946393,1.5144504086176553,1.8968946933746336,0.09284641186171451,-9.288850744711358e-05,1.0,0.0,0.09998702542111401,0.0015420000183315387,0.1031437964348398,0.081411624666407,0.0318105489325125,0.0005332620331062271,0.0,0.0,0,0.0,-150.0,-1.0,reached_but_failed_grasp,sensor_bias,1,clean_2M
1193,0.1500092461275221,0.2941156497742577,0.3044819544294428,6.586616436681375e-05,0.1440250317394524,0.1440250317394531,0.1440250317394531,0.1440250317394531,0.1440250317394524,6.938893903907228e-16,-1.1571886951278096e-18,0.0,0.0,0.0,0.1440250317394524,0.1440250317394531,0.986244078874588,1.821280598640442,0.17619868094931482,-0.0018016451877765505,1.0,0.0,0.004190665369551305,0.013808484857854098,0.0966950793154141,-5.801567529346808e-05,0.0246767866209349,-8.206565285042252e-05,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1194,0.1611957167129085,0.8295148834179189,0.94673538984186,0.003790529280662621,0.0563183431146445,0.0563183431146463,0.05631834311464627,0.0563183431146463,0.0563183431146445,1.797173521111972e-15,6.311938337060781e-19,0.0,0.0,0.0,0.0563183431146445,0.0563183431146463,1.25612074136734,1.657073736190796,0.172055991067691,0.0011879589364890916,1.0,0.0,0.0006071425928212926,0.00021223480701930018,0.0009075589235882,3.4121254468272104e-05,0.011680158931917,0.0009624588455755512,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1195,0.0774006741091173,0.5674395115957656,0.6788186643064046,0.00391969861019633,0.1674864936253323,0.5630289096504065,0.49741020530436525,0.5567364373512235,0.1674864936253323,0.39554241602507423,0.0019710695661842668,0.0,0.0,0.0,0.1674864936253323,0.5567364373512235,1.1524343450864156,1.780869722366333,0.2019704702934213,-0.002481687867200083,1.0,0.0,0.0854174561956594,0.022020584673042506,0.1039165735710856,0.0009510928688849,0.0300116272361332,-0.0009524821914838582,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1196,0.1854246674658961,0.2645701232227512,0.2695198734492462,0.00018175689909314362,0.368293308242639,0.3682933134390042,0.3682933082884632,0.368293308242639,0.3682933134390042,5.196365171489248e-09,-1.8129414393116128e-12,0.0,0.0,0.0,0.368293308242639,0.368293308242639,0.3809160890181859,1.4163050651550293,0.19983132476503088,-0.0021029285538635835,1.0,0.0,2.5683510780240235e-05,8.257254277612298e-05,0.0004943729718409,2.447654364315734e-07,0.0027372169914436,-0.000512480487670357,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1197,0.0610839523326345,0.06202146891603924,0.0611025022192988,-3.6419385391744984e-05,0.2218173990805885,0.221817399080589,0.22181739908058898,0.221817399080589,0.2218173990805885,4.996003610813204e-16,-4.2079588913738534e-19,0.0,0.0,0.0,0.2218173990805885,0.221817399080589,1.4128152489662171,1.9185367822647097,0.05693300234246625,-0.00030690465918052363,1.0,0.0,0.09998634271555601,0.0015419272280857643,0.103143512288755,0.0814116537797323,0.0262400452529611,0.0004744727475187246,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1198,0.0584793617432773,0.06024187995655046,0.0595325734104004,-3.0166726883897168e-05,0.4719895919932224,0.471989596309868,0.4719895920312887,0.4719895919932224,0.471989596309868,4.316645596524893e-09,-1.5060213336925868e-12,0.0,0.0,0.0,0.4719895919932224,0.4719895919932224,0.3684165757894516,1.502886414527893,0.14796306140126747,-0.0009532449604050391,1.0,0.0,0.09998634761253955,0.0015419411620280054,0.1031441743952955,0.0814115941416415,0.0261045912895908,0.0004580351385918641,0.0,0.0,0,0.0,-150.0,-1.0,reached_but_failed_grasp,sensor_bias,1,clean_2M
1199,0.2060536347522629,0.243251343151099,0.2443663100781959,4.2840883705534405e-05,0.4156038630093016,0.4156038681804516,0.4156038630549035,0.4156038630093016,0.4156038681804516,5.171150008198566e-09,-1.8041442804533066e-12,0.0,0.0,0.0,0.4156038630093016,0.4156038630093016,0.894158620039622,1.3170009851455688,0.04954359662056518,-0.00031757141315724144,1.0,0.0,0.09933315085024756,0.008202278851206493,0.1033008763259591,0.0007928875027523,0.0116082081285544,-0.0002539174751880978,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_bias,1,clean_2M
1260,0.0108320090926382,0.019777471817582146,0.0116376965062418,-0.00028622894280805463,0.0129256718458978,0.2332914222106347,0.03787021449866922,0.0136679164722054,0.2332914222106343,0.2203657503647369,-0.0008507241189547987,0.8533333333333334,0.0,0.0,0.0129256718458978,0.0136679164722054,0.447781208952268,0.6000000238418579,0.046993790437452214,-0.0008037196371236267,0.48890035042779234,1.0,0.0507650294920499,0.010700525878501529,0.1023375427033579,0.043040689794725,0.0079928408160253,0.0005467218550177301,0.0,1.0,128,1.0,-22.0,-0.14666666666666667,success,action_clipping,1,clean_2M
1261,0.0206922329832165,0.028065702565040502,0.0217062122743298,-0.00024516359528863914,0.0146405447273827,0.0842952111471444,0.025008750502056174,0.0188633944829217,0.0842952111471433,0.0696546664197617,-0.00022760410056614196,0.9,0.0,0.0,0.0146405447273827,0.0188633944829217,0.44452028930187226,0.6000000238418579,0.04726015753745161,-0.0006738660029715648,0.5016196144957814,1.0,0.052810067201201995,0.013898105401183481,0.1031441142810242,0.0441956304507161,0.0091563690145247,0.0005174482241296234,0.0,1.0,135,1.0,-15.0,-0.1,success,action_clipping,1,clean_2M
1262,0.0155431334779646,0.02075874204118515,0.0184995823103848,-0.0001355717743978012,0.0288483223527319,0.4561277354504171,0.109683716680161,0.0298011468249181,0.4561277354504171,0.42727941309768525,-0.002497151296656461,0.6733333333333333,0.0,0.0,0.0288483223527319,0.0298011468249181,0.3710974039634069,0.6000000238418579,0.0972355909821018,-0.0018801071043623658,0.31834689583409415,1.0,0.05097101872192978,0.011602264050669787,0.1031441147466592,0.0415109334343849,0.0079153327023888,0.00041649782832406054,0.0,1.0,101,1.0,-49.0,-0.32666666666666666,success,action_clipping,1,clean_2M
1263,0.0178061485752572,0.024811865766538457,0.0219074773732619,-0.00017193630938595373,0.0074355309680935,0.3088354559025587,0.05506683092108914,0.0211206020501537,0.3042911997167344,0.30139992493446516,-0.0013266952055283117,0.8133333333333334,0.0,0.0,0.0074355309680935,0.0211206020501537,0.4728601998090744,0.6000000238418579,0.05119431100377041,-0.0005512384001035351,0.4310570149239006,1.0,0.051343218884513944,0.012254950508479799,0.1031441147466592,0.0442266907859457,0.0086956326361528,0.0003959787224220678,0.0,1.0,122,1.0,-28.0,-0.18666666666666668,success,action_clipping,1,clean_2M
1264,0.0262258284604868,0.03503375522771754,0.0276322956091231,-0.0002172879561056956,0.011030816828101,0.2525469650993401,0.044455215926741044,0.0156761070626471,0.2525469650993397,0.2415161482712391,-0.0009827239895896845,0.8333333333333334,0.0,0.0,0.011030816828101,0.0156761070626471,0.45544230500857036,0.6000000238418579,0.05067748438258172,-0.0008687028332155907,0.4362081084425996,1.0,0.05109049710605164,0.010630861378266358,0.1023637780039164,0.0429996296425753,0.0100083960922173,0.0005692858670077035,0.0,1.0,125,1.0,-25.0,-0.16666666666666666,success,action_clipping,1,clean_2M
1265,0.0371449845925087,0.0719743747336164,0.3231613015869977,0.0006056807810868804,0.030102328964904,0.4667914317983601,0.17999073484989933,0.3984658599420837,0.4533812032826405,0.4366891028334561,-0.0025248326829232564,0.4866666666666667,0.0,0.0,0.030102328964904,0.3984658599420837,0.4050626273949941,0.6000000238418579,0.10562211368761226,-0.0015520353109350516,0.34206977695463997,1.0,0.05614683455393264,0.020314778254321125,0.1033054125721155,-0.0010988876980171,0.0168453952997887,-0.0017497012131133484,0.0,1.0,73,0.0,-77.0,-0.5133333333333333,divergent_transport,action_clipping,1,clean_2M
1266,0.0150854603660894,0.02746148165119294,0.0197281491881448,-0.0003515316019133864,0.0148606467093258,0.3227130620128178,0.07006476121274269,0.0168385628383993,0.3227130620128178,0.307852415303492,-0.0017343801355898742,0.7533333333333333,0.0,0.0,0.0148606467093258,0.0168385628383993,0.3631306338310242,0.6000000238418579,0.10633083158320515,-0.0018994004747921553,0.3131690324279276,1.0,0.05306228170927985,0.015041938481516682,0.1031441142810242,0.0436160745172316,0.0087011830775077,0.0004227663351397011,0.0,1.0,113,1.0,-37.0,-0.24666666666666667,success,action_clipping,1,clean_2M
1267,0.0076687139358392,0.02242463835629885,0.0081345169591282,-0.00033600858304412665,0.0155564646972472,0.2876522662628193,0.06220580160271838,0.0242818354471439,0.2748498705844064,0.2720958015655721,-0.0013350098877407954,0.74,0.0,0.0,0.0155564646972472,0.0242818354471439,0.4504651206731796,0.5823200941085815,0.04234084765149627,-0.0006836988110612043,0.42238842534664217,1.0,0.05270395406737335,0.013339072782074829,0.1054147202700357,0.047665590905932,0.0254220783139345,0.0005847808824909501,0.0,1.0,111,1.0,-39.0,-0.26,success,action_clipping,1,clean_2M
1268,0.0340263033471693,0.0429923890842052,0.0444504460817344,-5.63859315161561e-05,0.0346881775814099,0.3195959561261101,0.07412234854034983,0.0346881775814099,0.3195959561261101,0.2849077785447002,-0.001286710238086125,0.8,0.0,0.0,0.0346881775814099,0.0346881775814099,0.35515805264314015,0.6000000238418579,0.1039000078382252,-0.0017303024300406094,0.31717893435188427,1.0,0.05127849310176653,0.011527400117693976,0.1031441151574572,0.0414064195091108,0.0079928408160253,0.0003374255150082723,0.0,1.0,120,1.0,-30.0,-0.2,success,action_clipping,1,clean_2M
