episode_idx,min_dto,mean_dto,final_dto,dto_slope,min_dttg,max_dttg,mean_dttg,final_dttg,initial_dttg,dttg_range,dttg_slope,near_goal_frac,goal_offset_max,goal_offset_mean,min_dtpg,final_dtpg,mean_anrm,max_anrm,std_anrm,anrm_slope,mean_action_ratio,action_corrupted_frac,mean_aper,std_aper,max_aper,min_aper,max_ovz,mean_ovz,safety_violation_rate,is_success_any,n_success_steps,final_is_success,total_reward,mean_reward,failure_mode,condition,seed,model
10,0.0015398415459491,0.014096781957605203,0.013926882647461,-5.6598257824436526e-05,0.0337329853474967,0.3129097094834983,0.05249500101048694,0.0347729169469112,0.3129097094834983,0.2791767241360016,-0.0006742448370191355,0.9066666666666666,0.0,0.0,0.0337329853474967,0.0347729169469112,1.0415671781698863,1.845556616783142,0.1837654523811846,-0.002158514778743015,1.0,0.0,0.04957414177199734,0.008287670830246332,0.1031434328758275,0.0406206454612002,0.0245780088353381,0.0005108335911489678,0.0,1.0,136,1.0,-14.0,-0.09333333333333334,success,clean,0,clean_2M
11,0.0151713135186114,0.031056481494270892,0.021729258880746,-2.8289577340822756e-05,0.0056037561007147,0.2001507977261797,0.03052401838030572,0.0174518685744144,0.2001507977261792,0.194547041625465,-0.0002832589465543911,0.9466666666666667,0.0,0.0,0.0056037561007147,0.0174518685744144,1.1432596969604492,1.9383199214935305,0.17579854929092392,-0.0021341683687732104,1.0,0.0,0.05016613279063759,0.007207057243564126,0.1031440937733889,0.0436092167519802,0.0236777259629128,0.0006286654588623158,0.0,1.0,142,1.0,-8.0,-0.05333333333333334,success,clean,0,clean_2M
12,0.0053790451784846,0.012716710589336558,0.0131097858407072,-4.91274963573902e-05,0.0277727946296455,0.37996503620842,0.05255628197424086,0.0333882341686183,0.37996503620842,0.3521922415787745,-0.0007504199341990274,0.9133333333333333,0.0,0.0,0.0277727946296455,0.0333882341686183,1.038727368116379,1.7955992221832275,0.18720704075526037,-0.002176759393486788,1.0,0.0,0.0495888344280798,0.008273521771465104,0.1031434148213053,0.042670348183251,0.0236947970394747,0.0004682481398454269,0.0,1.0,137,1.0,-13.0,-0.08666666666666667,success,clean,0,clean_2M
13,0.0110673353592488,0.024792941008797975,0.0271212601937918,-5.0239388509236614e-05,0.0026793811684929,0.1788857498375788,0.025297715073227735,0.0154585185056224,0.1788857498375783,0.1762063686690859,-0.00018962906797010006,0.9533333333333334,0.0,0.0,0.0026793811684929,0.0154585185056224,0.980362351735433,1.8964401483535769,0.1730939404002945,-0.0018813681777326181,1.0,0.0,0.05001282309179272,0.007135370875239665,0.1031434231832651,0.0438723924549663,0.0256337938198874,0.0005084441021891524,0.0,1.0,143,1.0,-7.0,-0.04666666666666667,reached_but_failed_grasp,clean,0,clean_2M
14,0.0229813285916948,0.03412655210840684,0.0384576101793441,1.1987133039780173e-05,0.005402435846044,0.154614811366096,0.023026468046344728,0.0176602961531249,0.1546148113660954,0.149212375520052,-0.00017606816023770067,0.96,0.0,0.0,0.005402435846044,0.0176602961531249,0.9616626711686452,1.961185097694397,0.17106270709231916,-0.0015475831411590518,1.0,0.0,0.04958241154697227,0.007422227716073786,0.103143588377187,0.0438140434486147,0.0253357738939709,0.000608924349479421,0.0,1.0,144,1.0,-6.0,-0.04,success,clean,0,clean_2M
15,0.007955673120779,0.013518446736230481,0.0141701643172036,-2.8220322249025032e-05,0.0275047947420547,0.4111389679043504,0.05172074206532429,0.0325717342581835,0.4111389679043504,0.3836341731622957,-0.0007575387038213727,0.9133333333333333,0.0,0.0,0.0275047947420547,0.0325717342581835,1.0395514106750487,1.8863921165466309,0.1906537269257154,-0.002172407014162585,1.0,0.0,0.049228603887114704,0.0071678562537542964,0.1031434297088269,0.0413125241003111,0.0234004927641944,0.0004715130897380019,0.0,1.0,137,1.0,-13.0,-0.08666666666666667,success,clean,0,clean_2M
16,0.0032997464506237,0.020829952798613993,0.0146034162904991,-3.4785198883330553e-05,0.0101491561527525,0.186082454838959,0.02056406214302555,0.0103328557506967,0.1860824548389585,0.1759332986862065,-0.00027082409916072425,0.9533333333333334,0.0,0.0,0.0101491561527525,0.0103328557506967,0.9638197537263234,1.9165277481079104,0.20857212848352635,-0.002258544490731472,1.0,0.0,0.04983175933332408,0.0070840568511943685,0.1031435774349791,0.0438053584376814,0.023190155435644,0.0005464649393231037,0.0,1.0,143,1.0,-7.0,-0.04666666666666667,success,clean,0,clean_2M
17,0.0097922966900238,0.021006065503727352,0.0219225816266098,-2.4347437947789954e-05,0.0255191775902321,0.2200316934216963,0.03515585226452584,0.0276168701566809,0.2200316934216963,0.1945125158314642,-0.00031438811008805263,0.94,0.0,0.0,0.0255191775902321,0.0276168701566809,1.035702079931895,1.9211560487747192,0.17527721578221422,-0.001733268346938672,1.0,0.0,0.049235572444229554,0.007171424272141589,0.1031434243941077,0.0405743737436462,0.0238761683572556,0.0004657334734344683,0.0,1.0,141,1.0,-9.0,-0.06,success,clean,0,clean_2M
18,0.0027007733542383,0.01956900281077593,0.0258090089630904,-7.541012580794444e-05,0.0113879226905194,0.2521079292661852,0.02916710661382383,0.0177352197360436,0.2521079292661848,0.24072000657566578,-0.00042971148153180677,0.94,0.0,0.0,0.0113879226905194,0.0177352197360436,0.9460843519369762,1.984996438026428,0.21764127658489066,-0.0024097410780233018,1.0,0.0,0.049716029839054744,0.007100430337998293,0.1031434059524799,0.0436248968602478,0.024676103195901,0.0005494139393485575,0.0,1.0,141,1.0,-9.0,-0.06,success,clean,0,clean_2M
19,0.0066684359379405,0.018618508322380597,0.0255155748903045,-1.4196152230745402e-05,0.0092308879568048,0.2634386735484077,0.024061505237507413,0.0111742121760947,0.2634386735484074,0.2542077855916029,-0.000430422857720642,0.9333333333333333,0.0,0.0,0.0092308879568048,0.0111742121760947,0.957943575779597,1.551137924194336,0.1480007431821254,-0.0015390627836353527,1.0,0.0,0.04980794302856342,0.0071808259016833504,0.1031434131620487,0.0444136232840953,0.0308684323318947,0.0006040542245400043,0.0,1.0,140,1.0,-10.0,-0.06666666666666667,reached_but_failed_grasp,clean,0,clean_2M
20,0.0080043572686762,0.01872670237317368,0.0096079623142759,-6.486193041048512e-05,0.0044387245155134,0.1604367988897488,0.018905028630268893,0.0123807664498,0.1604367988897483,0.1559980743742354,-0.00019430782685414747,0.96,0.0,0.0,0.0044387245155134,0.0123807664498,0.9124765801429748,1.879923939704895,0.1858797223450463,-0.0018016455418173765,1.0,0.0,0.04962573132415103,0.007112818592465562,0.1031441715031885,0.0440434561228104,0.0245940505968611,0.0005597078559850371,0.0,1.0,144,1.0,-6.0,-0.04,reached_but_failed_grasp,clean,0,clean_2M
21,0.0048020185986265,0.008293253039142155,0.0048020185986265,-0.0001075964186663473,0.0339883905128751,0.5080129649057289,0.06783797596254557,0.034274838971756,0.5080129649057289,0.4740245743928538,-0.0012389057244484034,0.8866666666666667,0.0,0.0,0.0339883905128751,0.034274838971756,1.05077996412913,1.762348175048828,0.20001510039466155,-0.0025595233815421847,1.0,0.0,0.04963809460700145,0.008255033220176535,0.1031434205297301,0.0460355625795377,0.0255925238148232,0.0005280464025915534,0.0,1.0,133,1.0,-17.0,-0.11333333333333333,success,clean,0,clean_2M
22,0.0113900885207941,0.016198624215654447,0.0113900885207941,-0.00013807521087721126,0.0117682341991486,0.1498067725970525,0.018368620725082548,0.0132529655062928,0.1498067725970519,0.1380385383979039,-0.0002035564101548054,0.96,0.0,0.0,0.0117682341991486,0.0132529655062928,0.8962940120697022,1.9516048431396484,0.20032874283158664,-0.0022306057230473356,1.0,0.0,0.04959148283583887,0.007093810904449511,0.1031438108881251,0.0448701303060867,0.0225439585618081,0.0005160320765676538,0.0,1.0,144,1.0,-6.0,-0.04,success,clean,0,clean_2M
23,0.0050992028167671,0.012909678404091199,0.0130792046877496,-4.513405748693198e-05,0.0336630362663179,0.4219135480667282,0.05665488902670508,0.0344730604625514,0.4219135480667282,0.3882505118004103,-0.0008435091777531552,0.9,0.0,0.0,0.0336630362663179,0.0344730604625514,1.0467553520202637,1.8334275484085083,0.20031873061195965,-0.0023333327300474704,1.0,0.0,0.04922305953200603,0.007172413630287034,0.1031434171764498,0.040902333578239,0.0242992379425275,0.0004519757042932358,0.0,1.0,135,1.0,-15.0,-0.1,success,clean,0,clean_2M
24,0.0033621804891994,0.010259242298279493,0.0093461488621044,-7.58118166442137e-05,0.0366909625726054,0.4796817631080133,0.06831138685227868,0.0373221864756947,0.4796817631080133,0.4429908005354079,-0.0011508019642538698,0.8866666666666667,0.0,0.0,0.0366909625726054,0.0373221864756947,1.0556721099217732,1.8093817234039309,0.20015475151199077,-0.002571560223741882,1.0,0.0,0.04957139315958585,0.008284758126021757,0.1031434203093971,0.0412436993189614,0.0224741851097721,0.0005039373081368033,0.0,1.0,133,1.0,-17.0,-0.11333333333333333,success,clean,0,clean_2M
25,0.0026279022726066,0.010844463111298806,0.010089203825207,-7.853416848859931e-05,0.0196954050690146,0.4646378697058674,0.05652647878508005,0.0238499793110127,0.4596373779912529,0.44494246463685283,-0.0012027169404534345,0.88,0.0,0.0,0.0196954050690146,0.0238499793110127,1.0600569136937459,1.8517273664474487,0.20649527942501336,-0.002689630682507946,1.0,0.0,0.04968235139905662,0.00849371411308432,0.1031434181597034,0.0437451814855369,0.0398660674007832,0.0005208385504962575,0.0,1.0,132,1.0,-18.0,-0.12,success,clean,0,clean_2M
26,0.0003338589791757,0.004200609561149274,0.0005607027605247,-0.00011854371085437,0.028337323838039,0.3386463053137315,0.04599101068268271,0.0285903889430345,0.3386463053137315,0.3103089814756925,-0.0006556945463757626,0.9133333333333333,0.0,0.0,0.028337323838039,0.0285903889430345,1.0286790676911672,1.8321350812911987,0.1953571018235732,-0.002134609731167,1.0,0.0,0.04923217371859196,0.007163074433207084,0.1031435576709265,0.0417422388784138,0.0231835835399322,0.0004646333346119814,0.0,1.0,137,1.0,-13.0,-0.08666666666666667,success,clean,0,clean_2M
27,0.0081376504813449,0.01646213176313805,0.0180643089405995,-1.3585090926327917e-05,0.012177121329725,0.3098378014271437,0.027104059819709002,0.0124827312748401,0.3098378014271437,0.2976606800974187,-0.0005484638272798186,0.9333333333333333,0.0,0.0,0.012177121329725,0.0124827312748401,1.053131618499756,1.966549515724182,0.17427678355961945,-0.0017322728033992848,1.0,0.0,0.049550244347136625,0.007119666635235261,0.1031435841289055,0.0412973039432555,0.0236243969832535,0.0004680359494594922,0.0,1.0,140,1.0,-10.0,-0.06666666666666667,success,clean,0,clean_2M
28,0.0080119910960781,0.016899729226725935,0.0168307369020815,-6.416533429860776e-05,0.0296839998267174,0.4706383320618319,0.06138376047676373,0.031967773275672,0.4706383320618319,0.44095433223511454,-0.0011193745142389353,0.8933333333333333,0.0,0.0,0.0296839998267174,0.031967773275672,1.0531315688292187,1.8933091163635256,0.19735971299014796,-0.002498812358736163,1.0,0.0,0.05015636527492409,0.008181845174595916,0.1031434317236643,0.0418856495438572,0.0259455357499687,0.0004535536470466283,0.0,1.0,134,1.0,-16.0,-0.10666666666666667,success,clean,0,clean_2M
29,0.0078998885925906,0.014046851614329826,0.0145031775388634,-3.999830063269974e-05,0.0217416061455069,0.2375975165343683,0.03262494311455639,0.0225442340282542,0.2375975165343683,0.2158559103888614,-0.0003909553629108987,0.9333333333333333,0.0,0.0,0.0217416061455069,0.0225442340282542,1.0278600676854452,1.9018170833587649,0.16396097736210316,-0.0015801381623990328,1.0,0.0,0.04921987270474657,0.007180534639263605,0.1031440881592162,0.0398322181168223,0.0222774308893375,0.00045264272490319585,0.0,1.0,140,1.0,-10.0,-0.06666666666666667,success,clean,0,clean_2M
90,0.2357014185635003,1.1233137601437806,1.2377329682548894,0.0038623484843107797,0.3549225360528285,0.3549225360528287,0.35492253605282864,0.3549225360528287,0.3549225360528285,2.220446049250313e-16,-1.2623876674121561e-18,0.0,0.0,0.0,0.3549225360528285,0.3549225360528287,1.6008497484525044,1.6008498668670654,9.700898800688765e-09,-3.157862245076441e-11,1.0,0.0,0.09998634550221962,0.0015419263405036115,0.1031434513600256,0.0814116570898963,0.0032047046979618,-0.000603887337630557,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
91,0.1778289777357759,0.8975860621834363,1.0053710944499976,0.0030451110046329976,0.3884547695970575,0.3884547745878025,0.38845476964106845,0.3884547695970575,0.3884547745878025,4.990744983945916e-09,-1.741202893743804e-12,0.0,0.0,0.0,0.3884547695970575,0.3884547695970575,1.8474792234102886,1.847479224205017,9.700898818758092e-09,3.157862245076441e-11,1.0,0.0,0.09998634433743495,0.0015419284465065276,0.1031435860397946,0.0814116521846542,-0.0001643669392676,-0.0034214205593507407,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
92,0.2158549107805437,1.1134832752521937,1.26306855187706,0.004270798746009848,0.2364647540081676,0.2364647567318055,0.23646475403218606,0.2364647540081676,0.2364647567318055,2.723637898549569e-09,-9.50241066452099e-13,0.0,0.0,0.0,0.2364647540081676,0.2364647540081676,1.666372299194336,1.666372299194336,0.0,-6.7327342261981654e-18,1.0,0.0,0.09998634381697569,0.00154192622005407,0.1031434733087932,0.0814116607977996,-0.0001534035730979,-0.003112141357629484,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
93,0.2259239158229337,1.0896946145992354,1.211975703014073,0.0034859796631848635,0.3213978804705762,0.3213978839617424,0.32139788050136314,0.3213978804705762,0.3213978839617424,3.491166189473205e-09,-1.218022315228623e-12,0.0,0.0,0.0,0.3213978804705762,0.3213978804705762,1.795313954353332,1.7953139543533323,2.220446049250313e-16,0.0,1.0,0.0,0.09998634416068114,0.0015419273896296777,0.1031435326018084,0.081411656343414,-0.0001673522615553,-0.003518991239368326,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
94,0.1761990363214143,0.9207312441886661,1.0481624516062304,0.003521467689265543,0.3833991408667048,0.383399145765635,0.383399140909906,0.3833991408667048,0.383399145765635,4.8989302059432305e-09,-1.7091723314585553e-12,0.0,0.0,0.0,0.3833991408667048,0.3833991408667048,1.7429492473602295,1.7429492473602295,0.0,-6.7327342261981654e-18,1.0,0.0,0.0999863461285221,0.0015419349317332862,0.1031438931611486,0.0814116238343149,-0.0001691937570188,-0.0036593363180091832,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
95,0.1666462924353107,0.9449905693788222,1.0811396172081476,0.0037902332774165013,0.2566632391824746,0.2566632429100925,0.2566632392153467,0.2566632391824746,0.2566632429100925,3.727617936544192e-09,-1.3005170349166171e-12,0.0,0.0,0.0,0.2566632391824746,0.2566632391824746,1.7864350088437397,1.7864351272583008,9.700898818758092e-09,-3.157862413394797e-11,1.0,0.0,0.09998634395724579,0.001541926842006448,0.1031435066254851,0.0814116586875426,-0.0001608828743373,-0.0033557553972680633,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
96,0.1949639416047158,1.1061785856523785,1.2327342318856298,0.004400742288831613,0.1327306197333847,0.1327306206462278,0.13273061974143463,0.1327306197333847,0.1327306206462278,9.128430789040465e-10,-3.184788426987686e-13,0.0,0.0,0.0,0.1327306197333847,0.1327306197333847,1.5027844905853271,1.5027844905853271,0.0,-8.415917782747706e-18,1.0,0.0,0.09998634365936299,0.0015419260799383872,0.103143446197102,0.0814116579470375,0.0019157288823695,-0.00017052207979825694,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
97,0.1618447539163566,1.1275894082444575,1.2664017065826303,0.004495157920920833,0.2066018563783996,0.2066018563784001,0.20660185637840003,0.2066018563784001,0.2066018563783996,4.996003610813204e-16,-1.0519897228434632e-18,0.0,0.0,0.0,0.2066018563783996,0.2066018563784001,1.659654140472412,1.659654140472412,0.0,-3.3663671130990827e-18,1.0,0.0,0.09998634568500146,0.0015419258739945965,0.1031434308479492,0.0814116596464571,0.0001725937895802,-0.0018464520119006486,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
98,0.1960537258091372,0.930293178257279,1.0450350377565276,0.0032280759669516866,0.2058833233297693,0.2058833283113514,0.20588332337369944,0.2058833233297693,0.2058833283113514,4.98158209127908e-09,-1.7380071593637501e-12,0.0,0.0,0.0,0.2058833233297693,0.2058833233297693,1.8282635203997295,1.828263521194458,9.700898818758092e-09,3.1578617401213744e-11,1.0,0.0,0.09998634393311535,0.0015419267256784066,0.1031435020996341,0.0814116593643225,-0.0001664270587433,-0.003444088004686521,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
99,0.1917974968988459,1.162755556407629,1.3020131803333996,0.0045082215437362615,0.1676100894760236,0.1676100894760241,0.16761008947602415,0.1676100894760241,0.1676100894760236,4.996003610813204e-16,-4.2079588913738534e-19,0.0,0.0,0.0,0.1676100894760236,0.1676100894760241,1.4910606145858765,1.4910606145858765,0.0,6.7327342261981654e-18,1.0,0.0,0.09998634726220303,0.0015419265547699436,0.1031434588636458,0.081411657122275,0.0025593350574865,-0.0004440200113608787,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
100,0.2092720367465332,1.0004328381586214,1.1325181570436096,0.003671678093694455,0.3129097043258147,0.3129097094834983,0.31290970437129784,0.3129097043258147,0.3129097094834983,5.157683558021375e-09,-1.7994456735551985e-12,0.0,0.0,0.0,0.3129097043258147,0.3129097043258147,1.7829830638567608,1.7829830646514893,9.700898818758092e-09,3.1578619084397296e-11,1.0,0.0,0.09998634549743222,0.0015419325427830522,0.1031437799791643,0.0814116342926657,-0.0001671459072034,-0.0036011203310251784,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
101,0.1551019484060546,1.1534522144906076,1.2924666790021868,0.004482574357952805,0.2001507977261792,0.2001507977261797,0.20015079772617964,0.2001507977261797,0.2001507977261792,4.996003610813204e-16,8.415917782747707e-19,0.0,0.0,0.0,0.2001507977261792,0.2001507977261797,1.7002017505963642,1.7002018690109253,9.700898836827422e-09,-3.157862581713152e-11,1.0,0.0,0.09998634533535575,0.0015419258836273212,0.1031434342565206,0.0814116597988547,0.001139903911007,-0.0025017000486802655,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
102,0.20160333223408,0.9349742193499164,1.050482259865166,0.003222913807568707,0.3799650320755521,0.37996503620842,0.37996503211199795,0.3799650320755521,0.37996503620842,4.132867881256885e-09,-1.441900456105832e-12,0.0,0.0,0.0,0.3799650320755521,0.3799650320755521,1.753636240959168,1.7536362409591677,2.220446049250313e-16,5.0495506696486245e-18,1.0,0.0,0.09998634516894568,0.0015419311630121538,0.1031437131756777,0.0814116401275402,-0.0001688392093459,-0.0036383764617205746,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
103,0.1916288508937604,1.1412213439930559,1.2773618437347631,0.004401032176771242,0.1788857498375783,0.1788857498375788,0.1788857498375788,0.1788857498375788,0.1788857498375783,4.996003610813204e-16,2.1039794456869267e-19,0.0,0.0,0.0,0.1788857498375783,0.1788857498375788,1.613052487373352,1.613052487373352,0.0,-6.7327342261981654e-18,1.0,0.0,0.09998634575319423,0.0015419259201078824,0.1031434318319284,0.0814116592934011,0.0005169926496479,-0.0012519197899431259,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
104,0.1745980655733612,1.1392067165798396,1.271546412125502,0.0043375619952013035,0.1546148113660954,0.154614811366096,0.15461481136609603,0.154614811366096,0.1546148113660954,6.106226635438361e-16,1.0519897228434634e-19,0.0,0.0,0.0,0.1546148113660954,0.154614811366096,1.5080423363049824,1.5080424547195437,9.700898836827424e-09,-3.157862245076441e-11,1.0,0.0,0.09998634560819682,0.001541926328263917,0.1031434525116641,0.0814116575181588,0.0032415052249872,-0.0003924028925581205,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
105,0.1611062811327261,0.9362898644293736,1.073189041813472,0.0037545158131257303,0.4111389638095413,0.4111389679043504,0.4111389638456514,0.4111389638095413,0.4111389679043504,4.0948091029058276e-09,-1.4286218210282128e-12,0.0,0.0,0.0,0.4111389638095413,0.4111389638095413,1.7041533001263935,1.7041534185409546,9.700898818758092e-09,-3.157862413394797e-11,1.0,0.0,0.09998634567573753,0.0015419329516006932,0.1031437979279417,0.0814116323274803,-0.0001743992989183,-0.003739822335508903,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
106,0.173630198116003,1.153988170448888,1.2877012054542571,0.004323916221103621,0.1860824548389585,0.186082454838959,0.18608245483895897,0.186082454838959,0.1860824548389585,4.996003610813204e-16,-8.415917782747707e-19,0.0,0.0,0.0,0.1860824548389585,0.186082454838959,1.6711505627632142,1.6711505651474,2.9102696456274273e-08,9.473585052045767e-11,1.0,0.0,0.09998634533942102,0.0015419258712356648,0.103143432804058,0.0814116597169171,0.0004157774162994,-0.0023380478926347445,0.0,0.0,0,0.0,-150.0,-1.0,never_reached_object,sensor_dropout,0,clean_2M
